Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Form_Factor,Connectivity_Type
"boAt Rockerz 450 Captain America Edition 15 Hours Battery, 40mm Drivers, Padded Ear Cushions, Easy Access Controls and Voice Assistant Bluetooth Wireless On Ear Headphones with Mic and (Soldier Blue)","₹3,990","1,799",boAt,boAt rockerz 450,Soldier's Blue,On Ear,Wireless
"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode for Gaming, ENx Tech, ASAP Charge IWP, IPX4 Water Resistance, Smooth Touch Controls(Bold Black) & r Headphones",,"1,499",boAt,,Bold Black,"In Ear, On Ear",Wireless
"ZEBRONICS Zeb-Sound Bomb 5 TWS V5.0 Bluetooth Truly Wireless in Ear Earbuds with Up to 22H Backup, Flash Connect, Splash Proof, Voice Assistant, Touch Control, 10Mm Driver, with Mic and Type C (Pink)","₹3,999",899,ZEBRONICS,ZEB-SOUND BOMB 5 (PINK),Pink,In Ear,Wireless
"ZEBRONICS Zeb-Aika+ Wireless in Ear Neckband Earphone with BT 5.0, Dual Pairing, Call Function, Magnetic Earpiece, Call/Media Controls, Braided Cable (Black)","₹1,699","1,299",ZEBRONICS,Zeb - Aika+,Black,In Ear,Wireless
"Jabra Elite 7 Active in-Ear Bluetooth Truly Wireless in Ear Waterproof Sports Earbuds with Active Noise Cancellation, Multipoint connectivity ShakeGrip for Workouts & with mic (Black)","₹15,999","14,999",Jabra,Elite 7 Active,Black,nan,nan
ZEBRONICS Zeb-Sound Bomb 4 with Splendid Audio Experience and 20 Hours* of Playback time.(White),"₹3,999","1,399",ZEBRONICS,Zeb-Sound Bomb 4(White),White,In Ear,Wireless
"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired
boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black),₹999,399,boAt,BassHeads 100,Black,In Ear,Wired
"(Renewed) Skullcandy Indy Active Noise Cancellation (Anc) Bluetooth Truly Wireless In Ear Earbuds Up To 32 Hours Of Total Battery Life, Wireless Charging Case, With Tile Tracking With Mic (Chill Grey)",,,Skullcandy,Indy ANC,Chill Grey,In Ear,Wireless
"pTron Bassbuds Elite True Wireless in Ear Headphones with Mic(TWS), Bluetooth 5.0, Hi-Fi Sound with Bass, Ergonomic Earbuds, Auto Pairing, Passive Noise Cancellation, Voice Assistance - (Black & Red)","₹3,799",699,PTron,Bassbuds Elite,Black & Red,In Ear,"Wireless, Bluetooth 5.0"
"boAt Xtend Pro with Advanced Dedicated Bluetooth Calling Chip, Dial Pad & Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2",,"1,799",boAt,,Clear,nan,nan
Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Chill Grey),"₹12,999","6,499",Skullcandy,Indy Evo,Chill Grey,In Ear,Wireless
"Skullcandy Dime True Wireless in-Ear Bluetooth Earbuds Compatible with iPhone and Android/Charging Case and Microphone/Great for Gym, Sports, and Gaming, IPX4 Water Dust Resistant - Chill Gray","₹7,499","2,699",Skullcandy,Dime,Chill Grey,In Ear,Wireless
(Renewed) boAT Airdopes 381 Bluetooth In Ear Wireless Earphone With Mic Army Green,,,boAt,Boat Airdopes 381-cr,Green,In Ear,Wireless
"Meyaar YS Made in India Earphones with High Bass Headphones for Android & iOS Mobiles with 3.5 mm Jack Compatibility, Wired Headset with Mic (Black)",₹999,119,Meyaar,,Black,In Ear,wired usb
"(Renewed) Skullcandy Indy Fuel True Wireless Earbuds with 30 Hours Total Battery+Rapid Charge, IP 55 Sweat, Water and Dust Resistant, Solo Bud, Wireless Charging and Tile Tracking (Chill Grey)",,,Skullcandy,,Chill Grey,In Ear,Wireless
(Renewed) Skullcandy Jib Plus Wireless in-Earphone with Mic (Electric Yellow),,,Skullcandy,,Electric Yellow,In Ear,Bluetooth
"Boult Audio ZCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 40H Playtime, Type-C Fast Charging (10Mins=15Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Red)","₹4,999","1,199",Boult Audio,ProBass,ZCharge Red,In Ear,Bluetooth 5.2
"Meyaar Santa Series Earbuds Headphones with Microphone Pack of 2, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for All Smartphones, (Black + White)",₹999,399,Meyaar,,Black White,In Ear,wired usb
"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More",,599,CableCreation,,"Gold, White, Black",nan,Auxiliary
"Boult Audio Z15 with 32Hrs Playtime, Pro+Calling HD Mic, Type-C Lightning Boult Fast Charging (10mins=100Mins), BoomX Tech Rich Bass, Touch Controls, IPX5, Truly Wireless in Ear Earbuds TWS (Black)","₹2,999","1,199",Boult Audio,AirBass,Z15 Black,In Ear,Wireless
"boAt Airdopes 113 TWS Wireless in Ear Earbuds with ENx Tech, Beast Mode, ASAP Charge, 24H Playtime, Immersive Audio, IPX4, IWP, Touch Controls, Lightweight Build(Bold Blue)","₹2,990","1,399",boAt,Airdopes 113,Bold Blue,In Ear,Bluetooth
"Meyaar Lex_vox【2Pack】 Wired Headphones Earphones with Microphone 2 Pack, Earbuds Wired Stereo Earphone in-Ear High Bass Headset with Mic (Black + White)",₹999,269,Meyaar,Lexvox_(2Pack),Black,In Ear,Wired
"boAt Airdopes 172 True Wireless in Ear Earbuds with Enx Tech, Beast Mode, 35H Playtime, 11mm Drivers, ASAP Charge, IPX4, IWP, Touch Controls(Stunning Black)","₹2,990","1,299",boAt,Airdopes 172,Stunning Black,In Ear,Bluetooth
"pTron Pride Indie in-Ear Wired Earphones with Mic, Stereo Sound, 10mm Drivers, Snug-fit Design, Passive Noise Cancellation, in-line Controls, Universal 3.5mm Aux & 1.2m Tange-Free Cable (Black)",₹699,199,PTron,Pride Indie,Black,nan,nan
"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(White)","₹2,499","1,499",Portronics,Muffs M1,White,Over Ear,Wireless
"Boult Audio FXCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 32H Playtime, Type-C Fast Charging (5Min=7Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Black)","₹4,499",999,Boult Audio,ProBass,FXCharge Black,In Ear,Bluetooth 5.2
"Boult Audio Truebuds Truly Wireless in Ear Earbuds with 32H Battery Life, Type-C Fast Charging, IPX7 Waterproof, Made in India, Rich Bass Bluetooth Ear Buds TWS Airbass Bluetooth Ear Buds (Grey)","₹7,999","1,199",Boult Audio,AirBass,Grey,In Ear,Wireless
"boAt Airdopes 181 True Wireless Earbuds with ENx™ Tech, Beast™ Mode for Gaming & Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, Integrated Controls and Dual Modes",,"1,599",boAt,,,On Ear,Wireless
"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(Black)","₹2,499","1,699",Portronics,Muffs M1,Black,Over Ear,Wireless
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black) & ColorFit Pulse Grand Smart Watch with 1.69""",,,Noise,,Black,In Ear,Wireless
Skullcandy Crusher Wireless Over-Ear Headphone with Mic (Moab/Red/Black),,"16,999",Skullcandy,Crusher BT,Moab/Red/Black,Over Ear,Wireless
"Jabra Gn Netcom Evolve 20 Uc Duo Ms Optimized, Usb Wired On Ear Headphones With Mic, Multicolor","₹7,156","5,781",Jabra,,multicolour,Over Ear,Wired
"Noise Newly Launched Buds VS204 in-Ear Truly Wireless Earbuds with 50-Hours of Playtime, ESR, Instacharge, Hyper Sync,10mm Driver, Bluetooth v5.3, with Mic (Jet Black)","₹3,999","1,599",Noise,Buds VS204,Jet Black,In Ear,Wireless
"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback & Stone 170 5W Bluetooth Speaker with Upto 6 Hours Playback, TWS Feature, IPX6, Multifunction Buttons and SD Card Slot",,,boAt,,,In Ear,Wireless
Jabra Evolve2 85 Link380c UC Stereo Wireless Bluetooth Over the Ear Headphone with Mic,,"62,023",Jabra,,,Over Ear,Wireless
Meyaar Pluss RP-2208 Series Wired Handsfree (Set of 2) Stereo Earphones in-Ear Headphones Bass Earbuds (2 Pack| White),₹999,269,Meyaar,Meyaar,White,In Ear,Wired
Skullcandy Grind Bluetooth Truly Wireless in Ear Earbuds with Mic with Voice Control (Black),"₹18,999","6,999",Skullcandy,Grind TWS,Black,In Ear,Wireless
"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)","₹2,599",898,PTron,Bassbuds,Blue,In Ear,Bluetooth 5.1
"ZEBRONICS Zeb-Thunder Wireless Bluetooth Over The Ear Headphone FM, mSD, 9 hrs Playback with Mic (Brown)","₹1,199",599,ZEBRONICS,Zeb-Thunder(brown),Brown,Over Ear,"Wireless, Wired"
"Meyaar RP-2280 Edition Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet (Metal White)",₹799,89,Meyaar,RP,Metal White,In Ear,Wired
"Meyaar M12 Metal Earphones in-Ear Wired Headphones with Immersive Audio, Multi-Function Button, Earphones with Mic, Earbuds, Headset with Universal Switch (M12 Red Black)",₹999,289,Meyaar,,Black Red,In Ear,wired usb
"boAt Rockerz 450 Batman Edition Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Knight Black)","₹3,990","1,999",boAt,Rockerz 450,Knight Black,On Ear,Bluetooth
"boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback & Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers",,"1,162",boAt,,Blue,"In Ear, On Ear",Wireless
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",₹999,599,JBL,C100SI,Black,In Ear,Wired
"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","₹19,999","10,599",Skullcandy,Hesh ANC,Mod White,Over Ear,Wireless
"ZEBRONICS Zeb-Sound Bomb 1 TWS Bluetooth Truly Wireless in Ear Earbuds with Mic 5.0 (Black) & Zeb-Dash Plus 2.4GHz High Precision Wireless Mouse with up to 1600 DPI, Power Saving Mode",,,ZEBRONICS,,Black,In Ear,"Bluetooth, USB"
Skullcandy Riff Wireless Bluetooth On Ear Headphone with Mic (Black),"₹5,999","4,999",Skullcandy,Riff BT,Black,On Ear,Bluetooth
"Portronics Harmonics Twins 23 Smart TWS Earbuds with Bluetooth 5.0, Upto 14Hrs Total Playtime, Type-C Charging Port & Voice Assistant(Black)","₹1,999","1,299",Portronics,Harmonics Twins 23,Black,In Ear,Wireless
"CableCreation 3.5mm TRS Aux Cable, Braided Audio Auxiliary Input Adapter Male to Male for Car, Hi-Fi Sound, Cotton Compatible with Headphone, Galaxy S22, Phone, Home Stereo, Car Stereo&More",,599,CableCreation,,"Gold, White, Black",nan,Auxiliary
Jabra Evolve 75,"₹44,500","42,500",Jabra,Evolve 75,black,Over Ear,Wireless
"boAt Airdopes 113 TWS Wireless in Ear Earbuds with ENx Tech, Beast Mode, ASAP Charge, 24H Playtime, Immersive Audio, IPX4, IWP, Touch Controls, Lightweight Build(Pearl White)","₹2,990","1,399",boAt,Airdopes 113,Pearl White,In Ear,Bluetooth
Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Golden Black),"₹1,499",399,Meyaar,Alpha-2,Golden Black,On Ear,Wired
(Renewed) Boat Airdopes 441 Bluetooth Truly Wireless in Ear Earbuds with Mic with Up to 30H Total Playback Iwp Technology Immersive Audioipx7 Water Resistance Super Touch Controls Secure Sports Fit,,,boAt,,Purple,In Ear,Wireless
"Meyaar Candy Electro SJ-13 Series with Super Heavy Bass Stereo Earphones Earbuds with Remote & Microphone for Laptops, Gaming Noise Isolating Tangle Free Headsets in Ear Headphones (Black)",₹999,129,Meyaar,,Black,In Ear,wired usb
"Boult Audio Omega True Wireless in Ear Earbuds with 30dB ANC, 32H Playtime, 45ms Xtreme Low Latency Mode, Quad Mic ENC, 3 Equalizer Modes, Active Noise Cancellation, TWS Bluetooth Gaming TWS (White)","₹9,999","1,999",Boult Audio,AirBass,Omega White,In Ear,Wireless
ZEBRONICS Zeb-Aura  Bluetooth Headphone with Media Control and AUX Input (Black),₹999,498,ZEBRONICS,,Black,nan,nan
(Renewed) boAt Rockerz 510 Super Extra Bass Bluetooth On Ear Headset (Furious blue),,,boAt,,Blue,nan,nan
"boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound, Quad Mic ENx, Beast Mode for Gaming, 40H Playtime, IWP, IPX4, Battery Indicator Screen(Mint Cascade)","₹2,990","1,499",boAt,Airdopes 122,Mint Cascade,In Ear,Bluetooth 5.3
Skullcandy Indy Fuel Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹14,999","7,661",Skullcandy,Indy Fuel,Black,In Ear,Wireless
"Newly Launched Zebronics Sound Bomb 9 Semi in Ear TWS Earbuds with 16H Backup, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Flash Connect, Silicone case, Splash Proof and Type C (White)","₹2,999","1,049",ZEBRONICS,Zeb Sound Bomb 9 - White,wHITE,In Ear,Wireless
"ZEBRONICS Sound Bomb X1 3-in-1 Wireless Bluetooth v5.0 In Ear Earbuds + Speaker Combo with 30 Hour Backup, Built-in LED Torch,Call Function,Voice Assistant,Type C & Splash Proof Portable Design(White)","₹3,999","1,399",ZEBRONICS,Zeb Sound Bomb X1,White,In Ear,Wireless
"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, Padded Ear Cushions, Integrated Controls and Dual Modes & Bassheads 102 in Ear Wired Earphones with Mic",,"1,399",boAt,,Blue,On Ear,"Wireless, Wired"
Meyaar SP-27 Wired in-Ear Earphone with Mic (Pack of 2 (Black & White)),,259,Meyaar,SP-27,Pack Of 2 ( Black & White),In Ear,Wired
"Jabra Elite 7 Pro in Ear Bluetooth True Wireless Earbuds with Active Noise Cancellation, Compact Design, Jabra MultiSensor Voice Tech & Multipoint connectivity for Clear Calls - Black","₹18,999","16,017",Jabra,Elite 7 Pro,Black,nan,nan
"Wings Phantom 250 Wireless Earbuds, with 30 Hours Playtime, Bullet Charge, 40ms Low Latency, Bluetooth 5.2, 13mm Drivers, AAC Codec Support, Acoustic Echo Cancellation TWS Earphones (Blue)","₹2,999",999,Wings,WL-PHANTOM250-BLU,Blue,nan,nan
"Noise Beads Bluetooth Truly Wireless in Ear Earbuds with Mic, 18 Hours of Playtime, Metallic Finish, Hypersync, Full Touch Controls, IPX5 (Pearl White)","₹3,499","1,399",Noise,Beads,Pearl White,In Ear,Wireless
"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)","₹1,900",299,PTron,Boom Ultima,Dark Blue,nan,nan
"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","₹19,999","10,599",Skullcandy,Hesh ANC,Mod White,Over Ear,Wireless
(Renewed) Boat rockerz 195 wireless neckband with BTv5.0 upto 15H playback Blue Bliss,,,boAt,Rockerz 195-cr,Blue Bliss,In Ear,Wireless
"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Active Noise Cancellation, 2 Mics ENx Tech, Signature Sound, Touch Gesture, 20 Hours Playback, ASAP Charge & Ambient Mode(Carbon Black)","₹4,990","2,499",boAt,Airdopes 413ANC,Carbon Black,In Ear,Bluetooth 5.2
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation with Mic (Black Symphony)","₹4,999","1,799",boAt,Rockerz 550,Black Symphony,Over Ear,Bluetooth 5.0
Meyaar DG-Beex In-Ear Rich Bass Metal Earbuds with HD Sound Heavy BASS Wired Headset with Mic (Black),,199,Meyaar,,Black,In Ear,wired usb
"boAt Bassheads 192 Wired in Ear Earphones Signature Sound, Metallic Buds, Superior Cable & Ergonomic Fit with Mic (Active Black Indi)",₹999,449,boAt,Bassheads 192,Active Black Indi,In Ear,Wired
"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired
"Meyaar Beex Abhinandan + RP-2208 Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",₹999,259,Meyaar,Meyaar,White,In Ear,Wired
Skullcandy Ink'd Wireless in-Earphone with Mic (White/Gray/Gray),"₹12,308","6,603",Skullcandy,Ink'd,WhiteGray,In Ear,Wireless
"ZEBRONICS Yoga N2 RGB Neckband with 30H Playtime, ENC Mic, 50ms Gaming Mode, Powerful Bass, Voice Assistant, IPX4, Dual Pairing,BT v5.2,Type C Port,Bluetooth Wireless In Ear Earphones with Mic(Yellow)","₹3,999",899,ZEBRONICS,ZEB-YOGA N2(Yellow),Yellow,In Ear,Wireless
Jabra Biz 1100 Duo USB NC Global Wired On Ear Headphone with Mic (Black),"₹9,999","6,770",Jabra,1100-0150-00,Black,On Ear,usb
"boAt Rockerz 330ANC Bluetooth Neckband in Ear Earphones with mic, Crystal Bionic Sound Powered by Dirac Opteo, ANC, 13mm Drivers, ASAP Charge, 24H Playback & ENx Tech(Gunmetal Black)","₹4,999","1,999",boAt,Rockerz 330ANC,Gunmetal Black,In Ear,Wireless
Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹12,999","6,499",Skullcandy,Indy Evo,Black,In Ear,Wireless
"Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Yellow)",₹499,299,Portronics,Conch 50,Yellow,In Ear,Wired
Jabra Evolve 100-55900000-99 20 UC Wired On Ear Headset with Mic (Black),"₹7,156","7,000",Jabra,Evolve,Black,nan,nan
Skullcandy Anti Wired On-Ear Headphone (Royal Navy),"₹1,999",718,Skullcandy,Anti,Blue,On Ear,wired usb
"Jabra Evolve2 75 PC Wireless Headset with 8-Microphone Technology - Dual Foam Stereo Headphones with Advanced Active Noise Cancelling, USB-A Bluetooth Adapter and MS Teams-Compatibility - Black","₹55,800","45,000",Jabra,Evolve2 75,Black,On Ear,Bluetooth
Jabra Elite 85h Wireless Bluetooth Over the Ear Headphone with Mic (Black),"₹73,668","39,979",Jabra,,Black,Over Ear,Wireless
"Meyaar DG-Beex Pack of 3 Headset with High Bass Headphones with Microphone, Earbuds Wired Stereo Earphones for All Smartphones (3 Black) (Set of 3 White)",,289,Meyaar,,Set of 3 White,In Ear,Wired
"Jabra Elite 7 Active in Ear Bluetooth Truly Wireless in Ear Waterproof Sports Earbuds with Wireless Charging Pad, Active Noise Cancellation, Multipoint connectivity ShakeGrip with mic Navy","₹17,999","15,998",Jabra,Elite 7 Active WLC,Navy,nan,nan
"boAt Airdopes 413ANC True Wireless in Ear Earbuds (Black) & Wave Call Smart Watch, Smart Talk (Active Black) & Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones",,,boAt,,Carbon Black,"Over Ear, In Ear",Wireless
"Meyaar SPN Metal Earphones Made in India Headset with High Bass & HD Sound, in-line mic, Headset with Mic & 3.5mm Jack Wired Universal Earphones. (Black)",₹799,259,Meyaar,,Metal Black,In Ear,wired usb
"Meyaar ML-61 with HD Sound, in-line mic, Dual Tone Secure Braided Cable & 3.5mm Jack Wired Universal Earphones with Free 3 in 1 Pen. (White)",₹999,279,Meyaar,,White Frost,In Ear,wired usb
"boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound, Quad Mic ENx, Beast Mode & Stone 1000 14W Bluetooth Speaker with 8 Hours Playback, Bluetooth v5.0 & IPX5(Black)",,,boAt,,Black,In Ear,Wireless
Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹12,999","6,499",Skullcandy,Indy Evo,Black,In Ear,Wireless
"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","₹4,695","3,964",Logitech,H390 Headset,Black,On Ear,Wired
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic (Charcoal Black) & ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display & ColorFit Pulse Spo2 Smart Watch",,,Noise,,Black,In Ear,Wireless
"(Renewed) boAt NIRVANAA 751ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones With Mic, with Up to 65H Playtime,ASAP Charge, Ambient Sound Mode, Immersive Sound,Carry Pouch(Gunmetal Grey)",,,boAt,Nirvanaa 751 ANC,Gunmetal grey,Over Ear,Wireless
